Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
165768453,000003F6,false,Rx,0,7,00,07,A0,00,00,C0,01,00,
166092324,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
166275773,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
166316325,000003F6,false,Rx,0,7,00,0E,60,00,00,C0,01,00,
166338129,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
166368759,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
166593412,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
166806839,000003F6,false,Rx,0,7,00,07,B0,00,00,C0,01,00,
167093386,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
167280058,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
167316578,000003F6,false,Rx,0,7,00,0E,70,00,00,C0,01,00,
167338805,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
167408032,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
167593721,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
167848040,000003F6,false,Rx,0,7,00,07,C0,00,00,C0,01,00,
168093733,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
168277252,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
168316941,000003F6,false,Rx,0,7,00,0E,80,00,00,C0,01,00,
168339142,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
168448109,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
168594087,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
168887784,000003F6,false,Rx,0,7,00,07,D0,00,00,C0,01,00,
169094106,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
169278331,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
169317344,000003F6,false,Rx,0,7,00,0E,90,00,00,C0,01,00,
169339505,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
169487786,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
169594434,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
169849746,000001A1,false,Rx,0,8,80,08,41,FF,FF,FF,FF,FF,
169928251,000003F6,false,Rx,0,7,00,07,E0,00,00,C0,01,00,
170094773,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
170278356,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
170317632,000003F6,false,Rx,0,7,00,0E,A0,00,00,C0,01,00,
170340166,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
170528030,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
170594817,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
170968494,000003F6,false,Rx,0,7,00,07,F0,00,00,C0,01,00,
171095765,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
171280423,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
171317965,000003F6,false,Rx,0,7,00,0E,B0,00,00,C0,01,00,
171340484,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
171568194,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
171595438,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
172007569,000003F6,false,Rx,0,7,00,08,00,00,00,C0,01,00,
172094183,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
172279427,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
172318305,000003F6,false,Rx,0,7,00,0E,C0,00,00,C0,01,00,
172339454,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
172595444,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
172608813,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
173048800,000003F6,false,Rx,0,7,00,08,10,00,00,C0,01,00,
173096475,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
173281433,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
173318652,000003F6,false,Rx,0,7,00,0E,D0,00,00,C0,01,00,
173340851,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
173595137,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
173647671,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
174088945,000003F6,false,Rx,0,7,00,08,20,00,00,C0,01,00,
174096131,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
174282122,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
174318993,000003F6,false,Rx,0,7,00,0E,E0,00,00,C0,01,00,
174341198,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
174596133,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
174689034,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
175097169,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
175128872,000003F6,false,Rx,0,7,00,08,30,00,00,C0,01,00,
175280701,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
175319337,000003F6,false,Rx,0,7,00,0E,F0,00,00,C0,01,00,
175341884,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
175596828,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
175729272,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
176097183,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
176168182,000003F6,false,Rx,0,7,00,08,40,00,00,C0,01,00,
176279945,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
176319897,000003F6,false,Rx,0,7,00,0F,00,00,00,C0,01,00,
176342199,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
176597382,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
176768359,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
176851093,000001A1,false,Rx,0,8,00,65,41,FF,FF,FF,FF,FF,
177097316,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
177210195,000003F6,false,Rx,0,7,00,08,50,00,00,C0,01,00,
177280781,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
177319482,000003F6,false,Rx,0,7,00,0F,10,00,00,C0,01,00,
177342555,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
177597505,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
177809429,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
178097890,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
178249640,000003F6,false,Rx,0,7,00,08,60,00,00,C0,01,00,
178281136,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
178320712,000003F6,false,Rx,0,7,00,0F,20,00,00,C0,01,00,
178342902,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
178599898,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
178849728,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
179096474,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
179280157,000003E5,false,Rx,0,6,00,01,00,00,00,00,00,00,
179281736,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
179289713,000003F6,false,Rx,0,7,00,08,70,00,00,C0,01,00,
179321070,000003F6,false,Rx,0,7,00,0F,30,00,00,C0,01,00,
179343228,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
179433302,000003E5,false,Rx,0,6,00,00,00,00,00,00,00,00,
179597766,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
179890721,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
180098520,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
180257021,000001E0,false,Rx,0,5,92,00,A2,00,A0,00,00,00,
180257045,00000131,false,Rx,0,5,83,00,00,00,00,00,00,00,
180260699,00000162,false,Rx,0,7,80,03,16,01,00,2F,00,00,
180268293,00000165,false,Rx,0,4,C8,B0,30,00,00,00,00,00,
180284169,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
180309450,000000A4,false,Rx,0,6,05,10,00,00,00,00,00,00,
180321413,000003F6,false,Rx,0,7,00,0F,40,00,00,C0,01,00,
180329920,000003F6,false,Rx,0,7,00,08,80,00,00,C0,01,00,
180343625,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
180440814,000001E5,false,Rx,0,7,3F,3F,3F,3F,3F,00,03,00,
180598529,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
180930220,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
181098860,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
181284252,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
181321353,000003F6,false,Rx,0,7,00,0F,50,00,00,C0,01,00,
181343905,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
181369927,000003F6,false,Rx,0,7,00,08,90,00,00,C0,01,00,
181598934,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
181854173,000001A1,false,Rx,0,8,80,E0,46,FF,FF,FF,FF,FF,
181970510,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
182099043,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
182284529,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
182322105,000003F6,false,Rx,0,7,00,0F,60,00,00,C0,01,00,
182344605,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
182410181,000003F6,false,Rx,0,7,00,08,A0,00,00,C0,01,00,
182598063,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
183011115,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
183099703,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
183285274,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
183321046,000003F6,false,Rx,0,7,00,0F,70,00,00,C0,01,00,
183344939,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
183451409,000003F6,false,Rx,0,7,00,08,B0,00,00,C0,01,00,
183599943,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
183911130,000001E2,false,Rx,0,7,01,3F,0C,00,05,00,00,00,
184051506,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
184100321,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
184283850,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
184322816,000003F6,false,Rx,0,7,00,0F,80,00,00,C0,01,00,
184345249,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
184373092,00000131,false,Rx,0,5,81,00,00,00,00,00,00,00,
184382897,000001E0,false,Rx,0,5,52,00,A2,00,A0,00,00,00,
184382920,00000165,false,Rx,0,4,C8,B0,40,00,00,00,00,00,
184413157,00000162,false,Rx,0,7,80,01,16,01,00,2F,00,00,
184491058,000003F6,false,Rx,0,7,00,08,C0,00,00,C0,01,00,
184555495,000001E5,false,Rx,0,7,3F,3F,3F,3F,3F,40,03,00,
184600322,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
185091332,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
185100296,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
185283898,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
185323167,000003F6,false,Rx,0,7,00,0F,90,00,00,C0,01,00,
185345629,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
185530949,000003F6,false,Rx,0,7,00,08,D0,00,00,C0,01,00,
185600577,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
185952422,00000165,false,Rx,0,4,C8,B0,10,00,00,00,00,00,
186100569,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
186124681,000001E5,false,Rx,0,7,3F,3F,42,3F,44,40,17,00,
186131019,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
186284543,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
186323503,000003F6,false,Rx,0,7,00,0F,A0,00,00,C0,01,00,
186345948,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
186571518,000003F6,false,Rx,0,7,00,08,E0,00,00,C0,01,00,
186600940,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
187101226,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
187169800,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
187284863,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
187323243,000003F6,false,Rx,0,7,00,0F,B0,00,00,C0,01,00,
187347319,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
187601663,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
187609928,000003F6,false,Rx,0,7,00,08,F0,00,00,C0,01,00,
187926493,000003E5,false,Rx,0,6,00,40,00,00,00,00,00,00,
188058600,000003E5,false,Rx,0,6,00,00,00,00,00,00,00,00,
188101661,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
188210404,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
188285207,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
188324155,000003F6,false,Rx,0,7,00,0F,C0,00,00,C0,01,00,
188345425,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
188600728,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
188650512,000003F6,false,Rx,0,7,00,09,00,00,00,C0,01,00,
189077739,000003E5,false,Rx,0,6,00,40,00,00,00,00,00,00,
189102007,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
189229581,000003E5,false,Rx,0,6,00,00,00,00,00,00,00,00,
189250789,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
189285864,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
189325203,000003F6,false,Rx,0,7,00,0F,D0,00,00,C0,01,00,
189347061,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
189601990,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
189690410,000003F6,false,Rx,0,7,00,09,10,00,00,C0,01,00,
190102325,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
190290680,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
190323227,000003F6,false,Rx,0,7,00,0F,E0,00,00,C0,01,00,
190347348,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
190602293,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
190731934,000003F6,false,Rx,0,7,00,09,20,00,00,C0,01,00,
191102682,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
191286590,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
191326561,000003F6,false,Rx,0,7,00,0F,F0,00,00,C0,01,00,
191330850,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
191348343,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
191602937,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
191772573,000003F6,false,Rx,0,7,00,09,30,00,00,C0,01,00,
192103010,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
192286883,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
192325914,000003F6,false,Rx,0,7,00,10,00,00,00,C0,01,00,
192348069,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
192370649,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
192603017,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
192811882,000003F6,false,Rx,0,7,00,09,40,00,00,C0,01,00,
193103337,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
193288951,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
193326308,000003F6,false,Rx,0,7,00,10,10,00,00,C0,01,00,
193348722,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
193412509,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
193603809,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
193851835,000003F6,false,Rx,0,7,00,09,50,00,00,C0,01,00,
193858593,000001A1,false,Rx,0,8,00,78,46,80,00,00,00,00,
194103670,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
194289336,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
194324691,000003F6,false,Rx,0,7,00,10,20,00,00,C0,01,00,
194348590,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
194451221,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
194603460,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
194892092,000003F6,false,Rx,0,7,00,09,60,00,00,C0,01,00,
195104393,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
195288581,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
195326881,000003F6,false,Rx,0,7,00,10,30,00,00,C0,01,00,
195349764,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
195492395,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
195604407,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
195715206,000003E5,false,Rx,0,6,00,40,00,00,00,00,00,00,
195879112,000003E5,false,Rx,0,6,00,00,00,00,00,00,00,00,
195932504,000003F6,false,Rx,0,7,00,09,70,00,00,C0,01,00,
196104690,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
196288265,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
196327297,000003F6,false,Rx,0,7,00,10,40,00,00,C0,01,00,
196350250,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
196534674,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
196605063,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
196915590,00000225,false,Rx,0,5,20,00,50,02,E4,00,00,00,
196915613,000001E0,false,Rx,0,5,52,00,00,00,00,00,00,00,
196926128,00000125,false,Rx,0,8,10,3A,20,50,00,00,31,35,
196932952,00000125,false,Rx,0,8,21,33,00,00,00,00,00,00,
196947886,00000125,false,Rx,0,8,22,31,35,33,00,00,00,00,
196963326,00000125,false,Rx,0,8,23,00,00,31,35,33,00,00,
196974602,000003F6,false,Rx,0,7,00,09,80,00,00,C0,01,00,
196977285,00000125,false,Rx,0,8,24,00,00,00,00,31,35,33,
196993225,00000125,false,Rx,0,8,25,00,00,00,00,00,00,31,
197008495,00000125,false,Rx,0,8,26,35,33,00,00,00,00,00,
197024423,00000125,false,Rx,0,8,27,00,31,35,33,00,00,00,
197039419,00000125,false,Rx,0,4,28,00,00,00,00,00,00,00,
197069534,000001E5,false,Rx,0,7,3F,3F,3F,3F,3F,40,03,00,
197105017,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
197288608,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
197327602,000003F6,false,Rx,0,7,00,10,50,00,00,C0,01,00,
197350129,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
197546850,000002A5,false,Rx,0,8,00,00,00,00,00,00,00,00,
197548670,00000265,false,Rx,0,4,00,00,00,00,00,00,00,00,
197572584,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
197605678,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
198012442,000003F6,false,Rx,0,7,00,09,90,00,00,C0,01,00,
198105635,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
198288945,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
198327988,000003F6,false,Rx,0,7,00,10,60,00,00,C0,01,00,
198350512,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
198587953,00000225,false,Rx,0,5,20,00,10,03,98,00,00,00,
198587965,000001E0,false,Rx,0,5,52,00,A2,00,A0,00,00,00,
198597922,00000125,false,Rx,0,8,10,3A,20,10,00,00,20,52,
198602317,00000125,false,Rx,0,8,21,4D,46,20,46,4D,20,B0,
198605612,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
198613431,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
198618456,00000125,false,Rx,0,8,22,52,4D,46,20,4D,41,58,
198634443,00000125,false,Rx,0,8,23,58,B0,38,37,2E,35,30,
198650703,00000125,false,Rx,0,8,24,00,00,00,70,38,37,2E,
198664142,00000125,false,Rx,0,8,25,35,30,00,00,00,70,38,
198678499,000001E5,false,Rx,0,7,3F,3F,42,3F,44,40,17,00,
198678511,00000125,false,Rx,0,8,26,37,2E,35,30,00,00,00,
198696439,00000125,false,Rx,0,8,27,70,38,37,2E,35,30,00,
198712843,00000125,false,Rx,0,4,28,00,00,70,00,00,00,00,
199052844,000003F6,false,Rx,0,7,00,09,A0,00,00,C0,01,00,
199105534,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
199187681,000002A5,false,Rx,0,8,20,52,4D,46,20,46,4D,20,
199191058,00000265,false,Rx,0,4,80,00,00,00,00,00,00,00,
199289866,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
199328325,000003F6,false,Rx,0,7,00,10,70,00,00,C0,01,00,
199351133,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
199604778,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
199653176,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
200093040,000003F6,false,Rx,0,7,00,09,B0,00,00,C0,01,00,
200106764,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
200289396,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
200328936,000003F6,false,Rx,0,7,00,10,80,00,00,C0,01,00,
200350481,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
200605411,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
200693371,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
200980911,00000225,false,Rx,0,5,20,00,20,03,98,00,00,00,
200980936,00000125,false,Rx,0,8,10,3A,20,20,00,00,20,52,
200987646,00000125,false,Rx,0,8,21,4D,46,20,46,4D,20,B0,
201002624,00000125,false,Rx,0,8,22,52,4D,46,20,4D,41,58,
201017712,00000125,false,Rx,0,8,23,58,B0,31,30,32,2E,39,
201032614,00000125,false,Rx,0,8,24,30,00,00,30,38,37,2E,
201047662,00000125,false,Rx,0,8,25,35,30,00,00,00,70,38,
201063488,00000125,false,Rx,0,8,26,37,2E,35,30,00,00,00,
201077251,00000125,false,Rx,0,8,27,70,38,37,2E,35,30,00,
201093084,00000125,false,Rx,0,4,28,00,00,70,00,00,00,00,
201106050,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
201133889,000003F6,false,Rx,0,7,00,09,C0,00,00,C0,01,00,
201289453,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
201329305,000003F6,false,Rx,0,7,00,10,90,00,00,C0,01,00,
201351815,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
201606358,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
201733095,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
202105484,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
202173590,000003F6,false,Rx,0,7,00,09,D0,00,00,C0,01,00,
202290576,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
202329565,000003F6,false,Rx,0,7,00,10,A0,00,00,C0,01,00,
202352131,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
202605922,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
202773927,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
203107065,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
203213875,000003F6,false,Rx,0,7,00,09,E0,00,00,C0,01,00,
203292749,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
203329909,000003F6,false,Rx,0,7,00,10,B0,00,00,C0,01,00,
203352504,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
203607452,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
203813523,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
204107783,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
204253555,000003F6,false,Rx,0,7,00,09,F0,00,00,C0,01,00,
204282514,00000265,false,Rx,0,4,84,00,00,00,00,00,00,00,
204291315,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
204321066,00000265,false,Rx,0,4,84,10,00,01,00,00,00,00,
204329378,000003F6,false,Rx,0,7,00,10,C0,00,00,C0,01,00,
204352858,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
204504345,00000265,false,Rx,0,4,A4,10,00,01,00,00,00,00,
204524797,00000225,false,Rx,0,5,20,10,20,03,98,00,00,00,
204607777,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
204853839,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
205108077,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
205291626,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
205294381,000003F6,false,Rx,0,7,00,0A,00,00,00,C0,01,00,
205330574,000003F6,false,Rx,0,7,00,10,D0,00,00,C0,01,00,
205353162,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
205608072,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
205863437,000001A1,false,Rx,0,8,80,7F,46,FF,FF,FF,FF,FF,
205894743,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
206108740,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
206174316,000003E5,false,Rx,0,6,01,00,00,00,00,00,00,00,
206294074,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
206315418,000003E5,false,Rx,0,6,00,00,00,00,00,00,00,00,
206331002,000003F6,false,Rx,0,7,00,10,E0,00,00,C0,01,00,
206334026,000003F6,false,Rx,0,7,00,0A,10,00,00,C0,01,00,
206353522,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
206607647,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
206934111,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
207109647,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
207294068,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
207331274,000003F6,false,Rx,0,7,00,10,F0,00,00,C0,01,00,
207354083,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
207374367,000003F6,false,Rx,0,7,00,0A,20,00,00,C0,01,00,
207608787,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
207974629,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
208109121,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
208292385,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
208331636,000003F6,false,Rx,0,7,00,11,00,00,00,C0,01,00,
208354005,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
208413655,000003F6,false,Rx,0,7,00,0A,30,00,00,C0,01,00,
208536744,00000125,false,Rx,0,2,01,00,00,00,00,00,00,00,
208609448,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
209013799,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
209109832,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
209293803,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
209331997,000003F6,false,Rx,0,7,00,11,10,00,00,C0,01,00,
209355195,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
209453743,000003F6,false,Rx,0,7,00,0A,40,00,00,C0,01,00,
209609802,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
210054975,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
210110113,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
210269197,000003E5,false,Rx,0,6,01,00,00,00,00,00,00,00,
210293344,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
